ticker,fecha,retorno,precio_ajustado_yahoo,volumen_yahoo,precio_cierre_bvl,acciones_negociadas,monto_negociado_soles,negociado,amihud
ALICORC1,2018-03-06,0.0,6.522688865661621,600,11.0,600.0,6620.0,1,0.0
ALICORC1,2018-03-07,0.004545484451793813,6.552337646484375,201569,11.05,201569.0,2223750.46,1,0.00204406228736376
ALICORC1,2018-03-08,-0.004524916514133226,6.522688865661621,932733,11.0,932733.0,10260063.0,1,0.00044102229334588156
ALICORC1,2018-03-09,0.009090968903587848,6.581986427307129,26462,11.1,26462.0,291302.0,1,0.031208055226492944
ALICORC1,2018-03-12,0.013513529177466621,6.670932292938232,662624,11.25,662624.0,7422011.8,1,0.0018207366872505675
ALICORC1,2018-03-13,0.01333306266301415,6.759876251220703,45180,11.4,45180.0,512200.0,1,0.026030969666173662
ALICORC1,2018-03-14,0.001754595355351718,6.771737098693848,35385,11.42,35385.0,403501.0,1,0.004348428765608308
ALICORC1,2018-03-15,0.0070052435815664005,6.819174766540527,1310179,11.5,1310179.0,15062775.4,1,0.0004650699088008974
ALICORC1,2018-03-16,0.0043478546653812344,6.848823547363281,14673,11.55,14673.0,169427.81,1,0.025661989406468955
ALICORC1,2018-03-19,-0.00865806532106328,6.789525985717773,142090,11.45,142090.0,1638914.5,1,0.005282804759530335
ALICORC1,2018-03-20,-0.0043669815182150185,6.759876251220703,9780,11.4,9780.0,111626.0,1,0.039121544427060166
ALICORC1,2018-03-21,-0.010526231884794068,6.688720226287842,190000,11.28,190000.0,2145400.0,1,0.0049064192620462705
ALICORC1,2018-03-22,-0.00265939264131565,6.670932292938232,20842,11.25,20842.0,234386.7,1,0.011346175535197388
ALICORC1,2018-03-23,0.0,6.670932292938232,146760,11.25,146760.0,1651050.0,1,0.0
ALICORC1,2018-03-26,0.007111028702800448,6.718369483947754,93317,11.33,93317.0,1056731.61,1,0.006729266575834187
ALICORC1,2018-03-27,-0.002647869234281952,6.70058012008667,129197,11.3,129197.0,1459889.1,1,0.0018137468347985829
ALICORC1,2018-03-28,-0.004424665718056331,6.670932292938232,76208,11.25,76208.0,857351.0,1,0.0051608567763451975
ALICORC1,2018-04-02,-0.008889018187973274,6.611634254455566,162792,11.15,162792.0,1823291.65,1,0.0048752585402194295
ALICORC1,2018-04-03,-0.013452859818131269,6.522688865661621,209426,11.0,209426.0,2306556.15,1,0.005832444104224937
ALICORC1,2018-04-04,0.0,6.522688865661621,42385,11.0,42385.0,466235.0,1,0.0
ALICORC1,2018-04-05,0.006363590507249439,6.564196586608887,939566,11.07,939566.0,10361552.25,1,0.0006141541685754119
ALICORC1,2018-04-06,0.00722672869722607,6.611634254455566,542915,11.15,542915.0,5999435.75,1,0.0012045680624592188
ALICORC1,2018-04-09,0.0,6.611634254455566,1285238,11.15,1285238.0,14266563.95,1,0.0
ALICORC1,2018-04-10,0.00358751102187993,6.6353535652160645,61082,11.19,61082.0,683288.8,1,0.005250358299272474
ALICORC1,2018-04-11,0.0,6.6353535652160645,151978,11.19,151978.0,1697935.9,1,0.0
ALICORC1,2018-04-12,0.008042775798947188,6.688720226287842,2056,11.28,2056.0,23191.68,1,0.346795738771283
ALICORC1,2018-04-16,0.0,6.688720226287842,6626,11.28,6626.0,74741.28,1,0.0
ALICORC1,2018-04-17,0.01329796126300642,6.777666568756104,141084,11.43,141084.0,1613218.35,1,0.00824312546593982
ALICORC1,2018-04-18,0.013123235121480725,6.866611480712891,140941,11.58,140941.0,1625237.31,1,0.008074657799654331
ALICORC1,2018-04-19,0.014680637829916021,6.9674177169799805,712117,11.75,712117.0,8338212.47,1,0.0017606456878779945
ALICORC1,2018-04-20,0.007167937768371546,7.017359733581543,71338,11.55,71338.0,823681.78,1,0.00870231434325468
ALICORC1,2018-04-23,0.004329027273524133,7.047738075256348,268758,11.6,268758.0,3117121.8,1,0.0013887899001970771
ALICORC1,2018-04-24,-0.00344840231288146,7.023434638977051,270922,11.56,270922.0,3131848.32,1,0.0011010757739638745
ALICORC1,2018-04-25,0.009515581623182667,7.090266704559326,491611,11.67,491611.0,5710064.23,1,0.0016664578960756571
ALICORC1,2018-04-26,0.011139680660245954,7.169250011444092,46168,11.8,46168.0,543745.6,1,0.020486934809671942
ALICORC1,2018-04-27,0.0008474222858692038,7.175325393676758,26816,11.81,26816.0,316763.22,1,0.0026752546771976996
ALICORC1,2018-04-30,0.011854464867433911,7.260385036468506,796657,11.95,796657.0,9467795.68,1,0.0012520828784334213
ALICORC1,2018-05-02,0.0,7.260385036468506,153340,11.95,153340.0,1835047.4,1,0.0
ALICORC1,2018-05-03,-0.022594249320460946,7.096342086791992,129205,11.68,129205.0,1512436.47,1,0.014938974144455103
ALICORC1,2018-05-04,-0.02397267913927248,6.9262237548828125,592218,11.4,592218.0,6796966.63,1,0.0035269673141344344
ALICORC1,2018-05-07,0.00877211582734283,6.986981391906738,653442,11.5,653442.0,7513486.7,1,0.0011675159852672435
ALICORC1,2018-05-08,0.013043411201246524,7.078115463256836,151066,11.65,151066.0,1758872.26,1,0.007415780837459182
ALICORC1,2018-05-09,0.012017205200471892,7.163174629211426,367876,11.79,367876.0,4310515.9,1,0.0027878809588596787
ALICORC1,2018-05-10,0.01357085542221137,7.260385036468506,430114,11.95,430114.0,5124953.26,1,0.0026479959394227473
ALICORC1,2018-05-11,-0.0041842540301275655,7.230005741119385,54208,11.9,54208.0,645296.0,1,0.006484239837419674
ALICORC1,2018-05-14,-0.025209892272480716,7.047738075256348,254131,11.6,254131.0,2953228.05,1,0.008536385218364941
ALICORC1,2018-05-15,0.004310232258366575,7.078115463256836,286014,11.65,286014.0,3318971.1,1,0.001298665197285561
ALICORC1,2018-05-16,-0.004291733888516003,7.047738075256348,45132,11.6,45132.0,525661.8,1,0.00816443935723692
ALICORC1,2018-05-17,0.017241267324385356,7.169250011444092,74678,11.8,74678.0,871249.4,1,0.019789129638867305
ALICORC1,2018-05-18,0.016101755057380318,7.284687519073486,131714,11.99,131714.0,1562898.76,1,0.010302493974325195
ALICORC1,2018-05-21,-0.007506399939726793,7.230005741119385,9580,11.9,9580.0,114595.12,1,0.06550366141007395
ALICORC1,2018-05-22,-0.001680470420917568,7.217855930328369,195191,11.88,195191.0,2318265.55,1,0.0007248826265470615
ALICORC1,2018-05-23,-0.0025251469236750035,7.199629783630371,36188,11.85,36188.0,429217.17,1,0.005883145177242102
ALICORC1,2018-05-24,0.007594684528845486,7.254308700561523,164482,11.94,164482.0,1963315.08,1,0.0038682963352196557
ALICORC1,2018-05-25,-0.011725264615613518,7.169250011444092,166575,11.8,166575.0,1976599.0,1,0.005932040143505849
ALICORC1,2018-05-29,-0.012711866379576664,7.078115463256836,84343,11.65,84343.0,982919.95,1,0.012932758542113896
ALICORC1,2018-05-30,0.00858373724828354,7.138872146606445,78969,11.75,78969.0,927885.75,1,0.009250855774305771
ALICORC1,2018-05-31,-0.012765892073500651,7.047738075256348,640189,11.6,640189.0,7435225.2,1,0.0017169476014661466
ALICORC1,2018-06-01,0.002586031101925901,7.065963745117188,41844,11.63,41844.0,486361.72,1,0.005317094244024593
ALICORC1,2018-06-04,-0.0025793607946877906,7.047738075256348,186672,11.6,186672.0,2165745.2,1,0.0011909807278750013
ALICORC1,2018-06-05,-0.007758702229431869,6.993056774139404,437910,11.51,437910.0,5042900.5,1,0.0015385396220750078
ALICORC1,2018-06-06,0.0034752984606118975,7.017359733581543,320621,11.55,320621.0,3703876.32,1,0.0009382868541927711
ALICORC1,2018-06-07,0.029437222377377115,7.223931312561035,152986,11.89,152986.0,1790074.92,1,0.016444687341565078
ALICORC1,2018-06-08,-0.0075694658145299965,7.169250011444092,272717,11.8,272717.0,3213417.52,1,0.002355581174067289
ALICORC1,2018-06-11,0.0,7.169250011444092,80432,11.8,80432.0,949097.6,1,0.0
ALICORC1,2018-06-12,0.008474488904461452,7.230005741119385,1059037,11.9,1059037.0,12546863.19,1,0.0006754268996266511
ALICORC1,2018-06-13,0.0,7.230005741119385,227032,11.9,227032.0,2700924.75,1,0.0
ALICORC1,2018-06-14,-0.004201373909878958,7.199629783630371,406868,11.85,406868.0,4819705.0,1,0.0008717076895533977
ALICORC1,2018-06-15,-0.012658359471314107,7.108494281768799,1579400,11.7,1579400.0,18485080.9,1,0.0006847878859601911
ALICORC1,2018-06-18,-0.004273594000050895,7.078115463256836,73139,11.65,73139.0,852319.35,1,0.005014076003379361
ALICORC1,2018-06-19,0.004291935991954654,7.108494281768799,324857,11.7,324857.0,3786876.8,1,0.0011333709065884199
ALICORC1,2018-06-20,-0.008546986760371023,7.047738075256348,253095,11.6,253095.0,2940071.75,1,0.0029070674075797717
ALICORC1,2018-06-21,-0.00344840231288146,7.023434638977051,24384,11.56,24384.0,281879.04,1,0.012233624440048683
ALICORC1,2018-06-22,0.014705880356108647,7.126720428466797,275601,11.73,275601.0,3171993.48,1,0.004636163487986945
ALICORC1,2018-06-25,-0.015345164158316993,7.017359733581543,127979,11.55,127979.0,1480942.4,1,0.010361756242725574
ALICORC1,2018-06-26,-0.012987217722728372,6.9262237548828125,675064,11.4,675064.0,7768685.23,1,0.0016717394691930865
ALICORC1,2018-06-27,-0.015789367880030936,6.816863059997559,55000,11.22,55000.0,620600.0,1,0.02544210099908304
ALICORC1,2018-06-28,-0.015151443082182858,6.713577747344971,136417,11.05,136417.0,1518588.18,1,0.009977321884714565
ALICORC1,2018-07-02,0.013574590893229654,6.804711818695068,248009,11.2,248009.0,2756320.9,1,0.004924894954440775
ALICORC1,2018-07-03,0.025892968824180462,6.980906009674072,113899,11.49,113899.0,1296017.5,1,0.019978872834803898
ALICORC1,2018-07-05,-0.020017389319318513,6.841166496276856,144957,11.26,144957.0,1635750.82,1,0.012237431933134235
ALICORC1,2018-07-06,-0.0008880623262090825,6.8350911140441895,100900,11.25,100900.0,1131144.79,1,0.0007851004876299546
ALICORC1,2018-07-09,0.001777773126904414,6.84724235534668,764396,11.27,764396.0,8614742.92,1,0.00020636403702507865
ALICORC1,2018-07-10,0.011534774941106107,6.9262237548828125,35040,11.4,35040.0,396796.4,1,0.029069757036873586
ALICORC1,2018-07-11,-0.009648996953187439,6.8593926429748535,120965,11.29,120965.0,1368240.1,1,0.007052122615897194
ALICORC1,2018-07-12,0.009743007199974896,6.9262237548828125,542211,11.4,542211.0,6232617.49,1,0.0015632288064536583
ALICORC1,2018-07-13,-0.004385782532929983,6.895846843719482,51090,11.35,51090.0,581836.0,1,0.007537832882341386
ALICORC1,2018-07-16,0.00528612282466745,6.932299137115479,37078,11.41,37078.0,421609.7,1,0.012537953525897172
ALICORC1,2018-07-17,0.01665233075745509,7.047738075256348,37020,11.6,37020.0,426116.2,1,0.03907931863997448
ALICORC1,2018-07-18,-0.008620735149468484,6.986981391906738,512585,11.5,512585.0,5898815.0,1,0.0014614350762769273
ALICORC1,2018-07-19,-0.004347849231428169,6.956603050231934,15018,11.45,15018.0,172669.1,1,0.025180239147758163
ALICORC1,2018-07-20,-0.004366972663203517,6.9262237548828125,111400,11.4,111400.0,1270030.0,1,0.0034384799281934417
ALICORC1,2018-07-23,0.013158104895828915,7.017359733581543,87011,11.55,87011.0,1004186.72,1,0.013103245276763785
ALICORC1,2018-07-24,0.0,7.017359733581543,60132,11.55,60132.0,694524.6,1,0.0
ALICORC1,2018-07-25,0.004329027273524133,7.047738075256348,1700,11.6,1700.0,19660.0,1,0.22019467311923363
ALICORC1,2018-07-26,0.012930967407835059,7.138872146606445,250739,11.75,250739.0,2928922.75,1,0.0044149226564050075
ALICORC1,2018-07-27,0.004255275093011379,7.169250011444092,3145,11.8,3145.0,37111.0,1,0.11466344461241625
ALICORC1,2018-07-30,-0.004237244452230726,7.138872146606445,14471,11.75,14471.0,170201.1,1,0.024895517433381607
ALICORC1,2018-07-31,-0.0008511618897490969,7.132795810699463,38991,11.74,38991.0,459405.6,1,0.001852746004291408
ALICORC1,2018-08-01,-0.007666046932200743,7.078115463256836,53798,11.65,53798.0,627194.55,1,0.012222757567330173
ALICORC1,2018-08-02,-0.005150067192656538,7.041662693023682,41892,11.59,41892.0,485988.28,1,0.010597101626929228
ALICORC1,2018-08-03,0.0,7.041662693023682,43726,11.59,43726.0,506784.34,1,0.0
ALICORC1,2018-08-06,-0.012079482715924184,6.956603050231934,150324,11.45,150324.0,1721459.8,1,0.007016999592975789
ALICORC1,2018-08-07,0.0,6.956603050231934,61420,11.45,61420.0,703259.0,1,0.0
ALICORC1,2018-08-08,0.0,6.956603050231934,1054247,11.45,1054247.0,12071128.15,1,0.0
ALICORC1,2018-08-09,0.0,6.956603050231934,6623,11.45,6623.0,75833.35,1,0.0
ALICORC1,2018-08-10,-0.004366972663203517,6.9262237548828125,3030,11.4,3030.0,34542.0,1,0.12642500906732432
ALICORC1,2018-08-13,-0.008771771601416067,6.865468502044678,2508,11.3,2508.0,28340.4,1,0.30951474225543985
ALICORC1,2018-08-14,-0.004424663515889882,6.8350911140441895,15000,11.25,15000.0,168750.0,1,0.02622022824231041
ALICORC1,2018-08-15,0.0,6.8350911140441895,1432,11.25,1432.0,16108.35,1,0.0
ALICORC1,2018-08-16,-0.0088890749238274,6.774333477020264,770275,11.15,770275.0,8610230.95,1,0.0010323851909950685
ALICORC1,2018-08-17,0.0,6.774333477020264,435367,11.15,435367.0,4845072.7,1,0.0
ALICORC1,2018-08-20,-0.004484188459799587,6.743956089019775,123801,11.1,123801.0,1379335.8,1,0.0032509766365808727
ALICORC1,2018-08-21,-0.0072074716853114396,6.695349216461182,1042441,11.02,1042441.0,11521729.31,1,0.000625554679457353
ALICORC1,2018-08-22,-0.0018146642390428624,6.683199405670166,523891,11.0,523891.0,5763819.0,1,0.0003148371312567002
ALICORC1,2018-08-23,0.0,6.683199405670166,712367,11.0,712367.0,7836037.0,1,0.0
ALICORC1,2018-08-27,0.009090957737706074,6.743956089019775,44754,11.1,44754.0,496519.4,1,0.018309370666495756
ALICORC1,2018-08-28,0.0,6.743956089019775,155649,11.1,155649.0,1727703.9,1,0.0
ALICORC1,2018-08-29,-0.004504528391616525,6.713577747344971,240690,11.05,240690.0,2653906.5,1,0.0016973199287979906
ALICORC1,2018-08-31,0.0,6.713577747344971,0,10.9,711907.0,7808654.55,1,0.0
ALICORC1,2018-09-04,0.0,6.713577747344971,0,10.7,533678.0,5743560.8,1,0.0
ALICORC1,2018-09-05,-0.04977387874605088,6.379416942596436,168415,10.5,168415.0,1772737.5,1,0.02807741064091603
ALICORC1,2018-09-06,0.0,6.379416942596436,72794,10.5,72794.0,767104.2,1,0.0
ALICORC1,2018-09-07,0.0,6.379416942596436,2700,10.5,2700.0,28350.0,1,0.0
ALICORC1,2018-09-10,-0.01428564274292543,6.288282871246338,400521,10.35,400521.0,4190991.73,1,0.0034086544816268175
ALICORC1,2018-09-11,-0.02898551164228813,6.106013774871826,1058800,10.05,1058800.0,10699230.0,1,0.0027091212771655653
ALICORC1,2018-09-12,0.0049753073722402785,6.136393070220947,19455,10.1,19455.0,195310.0,1,0.025473899811787815
ALICORC1,2018-09-13,0.009900886233988437,6.19714879989624,163275,10.2,163275.0,1666005.25,1,0.00594289017635955
ALICORC1,2018-09-14,-0.004902063754298025,6.166769981384277,1194858,10.15,1194858.0,12186476.6,1,0.0004022543935544114
ALICORC1,2018-09-17,-0.003940877100709561,6.142467498779297,354161,10.11,354161.0,3580026.1,1,0.0011007956340624335
ALICORC1,2018-09-18,-0.0009889231908116747,6.136393070220947,212235,10.1,212235.0,2135516.79,1,0.0004630837816131966
ALICORC1,2018-09-19,0.004950287704147405,6.166769981384277,4900,10.15,4900.0,49735.0,1,0.0995332804694361
ALICORC1,2018-09-20,-0.0049259030667642145,6.136393070220947,762359,10.1,762359.0,7703329.88,1,0.0006394511391175442
ALICORC1,2018-09-21,0.010890866068394622,6.203223705291748,28901,10.21,28901.0,293545.57,1,0.03710110858901608
ALICORC1,2018-09-24,0.004897263093389226,6.233602523803711,368467,10.26,368467.0,3776629.07,1,0.0012967286441475244
ALICORC1,2018-09-25,0.014619731393674229,6.32473611831665,84465,10.41,84465.0,876577.35,1,0.01667819889901813
ALICORC1,2018-09-26,0.00384267622582235,6.3490400314331055,39070,10.45,39070.0,407841.5,1,0.009421984339068854
ALICORC1,2018-09-27,0.00478448883814564,6.379416942596436,476354,10.5,476354.0,4980693.2,1,0.0009606070171408348
ALICORC1,2018-09-28,0.004762080237501465,6.409796237945557,168164,10.55,168164.0,1771130.2,1,0.0026887239783396303
ALICORC1,2018-10-01,0.0,6.409796237945557,160627,10.55,160627.0,1694614.85,1,0.0
ALICORC1,2018-10-02,0.004739361525248897,6.440174579620361,1184,10.6,1184.0,12550.4,1,0.3776263326466804
ALICORC1,2018-10-03,-0.004717005928835505,6.409796237945557,694887,10.55,694887.0,7345775.3,1,0.00064213860841013
ALICORC1,2018-10-04,-0.004739510309122896,6.379416942596436,10984,10.5,10984.0,115491.6,1,0.041037705851532894
ALICORC1,2018-10-05,-0.009523786744016216,6.318660736083984,51819,10.4,51819.0,538333.04,1,0.017691254365543335
ALICORC1,2018-10-09,-0.004807642965251713,6.288282871246338,12397,10.35,12397.0,128455.95,1,0.03742639375795137
ALICORC1,2018-10-10,-0.009661811937605957,6.227526664733887,712175,10.25,712175.0,7350191.25,1,0.0013144980326336348
ALICORC1,2018-10-11,-0.014633995070470474,6.136393070220947,185014,10.1,185014.0,1869942.8,1,0.007825905193715269
ALICORC1,2018-10-12,-0.004950676236264551,6.106013774871826,336540,10.05,336540.0,3379341.7,1,0.001464982436154518
ALICORC1,2018-10-15,0.0,6.106013774871826,235406,10.05,235406.0,2365947.55,1,0.0
ALICORC1,2018-10-16,0.0,6.106013774871826,148000,10.05,148000.0,1487400.0,1,0.0
ALICORC1,2018-10-17,-0.004975073093130056,6.07563591003418,976862,10.0,976862.0,9768620.0,1,0.0005092912912089993
ALICORC1,2018-10-18,-0.005000026684389258,6.045257568359375,781022,9.95,781022.0,7776554.6,1,0.0006429616895365537
ALICORC1,2018-10-19,0.0070351978383671465,6.08778715133667,862582,10.02,862582.0,8584566.9,1,0.0008195169215079617
ALICORC1,2018-10-22,-0.006986049597341282,6.045257568359375,62833,9.95,62833.0,629305.31,1,0.0111012087238566
ALICORC1,2018-10-23,0.0,6.045257568359375,391535,9.95,391535.0,3882403.15,1,0.0
ALICORC1,2018-10-24,0.001005140945323113,6.051333904266357,12323,9.96,12323.0,123127.55,1,0.008163412212158149
ALICORC1,2018-10-25,0.0,6.051333904266357,3262,9.96,3262.0,32630.32,1,0.0
ALICORC1,2018-10-26,-0.006024238318114494,6.01487922668457,20377,9.9,20377.0,202695.88,1,0.02972057605766084
ALICORC1,2018-10-29,-0.005050453000432165,5.984501361846924,537104,9.85,537104.0,5311134.3,1,0.0009509179612408153
ALICORC1,2018-10-30,0.0,5.984501361846924,5163,9.85,5163.0,50785.55,1,0.0
ALICORC1,2018-10-31,-0.010152338461638988,5.9237446784973145,120709,9.75,120709.0,1177273.2,1,0.008623604496933243
ALICORC1,2018-11-02,0.0020512770151284165,5.935895919799805,2795468,9.77,2795468.0,27326633.4,1,7.50651199912689e-05
ALICORC1,2018-11-05,0.018423781352833846,6.045257568359375,429490,9.95,429490.0,4220051.5,1,0.004365771686159243
ALICORC1,2018-11-06,0.002010203012756673,6.057409763336182,75638,9.97,75638.0,753700.86,1,0.0026671098832986243
ALICORC1,2018-11-07,0.0010028095829204275,6.063484191894531,2025913,9.98,2025913.0,20198380.83,1,4.9648018391206245e-05
ALICORC1,2018-11-08,0.0020040817713176118,6.07563591003418,230814,10.0,230814.0,2308206.24,1,0.0008682420732549496
ALICORC1,2018-11-09,-0.0029998747403373605,6.057409763336182,113389,9.97,113389.0,1133800.21,1,0.0026458583389549384
ALICORC1,2018-11-12,-0.01705130529376242,5.954123020172119,58400,9.8,58400.0,575407.0,1,0.02963346864699668
ALICORC1,2018-11-13,0.0010205257577642346,5.960199356079102,4464522,9.81,4464522.0,43760879.69,1,2.3320503723727467e-05
ALICORC1,2018-11-14,0.0,5.960199356079102,3006,9.81,3006.0,29468.86,1,0.0
ALICORC1,2018-11-15,0.0,5.960199356079102,30741,9.81,30741.0,301542.75,1,0.0
ALICORC1,2018-11-16,0.010193493406586818,6.020954608917236,39612,9.91,39612.0,390070.56,1,0.026132434620512804
ALICORC1,2018-11-19,0.004036396389061725,6.045257568359375,131304,9.95,131304.0,1302357.76,1,0.0030992992194876813
ALICORC1,2018-11-20,-0.009045243095345046,5.99057674407959,855483,9.86,855483.0,8430208.55,1,0.0010729560296992941
ALICORC1,2018-11-21,0.0,5.99057674407959,9613,9.86,9613.0,95121.85,1,0.0
ALICORC1,2018-11-23,0.0,5.99057674407959,75294,9.86,75294.0,740298.84,1,0.0
ALICORC1,2018-11-26,0.00405678512156582,6.01487922668457,248064,9.9,248064.0,2455833.6,1,0.0016518973930342105
ALICORC1,2018-11-27,0.010101064553394101,6.07563591003418,7899,10.0,7899.0,78363.4,1,0.12890028448732574
ALICORC1,2018-11-28,0.020000028254059332,6.19714879989624,273425,10.2,273425.0,2787335.0,1,0.00717532275598711
ALICORC1,2018-11-29,0.009803973619388673,6.25790548324585,156491,10.3,156491.0,1605198.8,1,0.006107638268474081
ALICORC1,2018-11-30,0.0,6.25790548324585,549901,10.3,549901.0,5663980.3,1,0.0
ALICORC1,2018-12-03,-0.0048544706520888825,6.227526664733887,1881,10.25,1881.0,19280.25,1,0.25178463205035634
ALICORC1,2018-12-04,0.019512299704365965,6.3490400314331055,321055,10.45,321055.0,3344105.95,1,0.005834832985589455
ALICORC1,2018-12-06,-0.019138856598418852,6.227526664733887,189131,10.25,189131.0,1958818.95,1,0.009770610294748707
ALICORC1,2018-12-07,-0.009756149852182983,6.166769981384277,2972093,10.15,2972093.0,30309473.6,1,0.00032188450320638307
ALICORC1,2018-12-10,-0.001970438550354836,6.154618740081787,375022,10.13,375022.0,3801274.56,1,0.00051836259634843
ALICORC1,2018-12-11,0.0,6.154618740081787,267604,10.13,267604.0,2710828.52,1,0.0
ALICORC1,2018-12-12,0.0029615320041858073,6.172845840454102,355608,10.16,355608.0,3608144.9,1,0.0008207907626397729
ALICORC1,2018-12-13,0.0,6.172845840454102,411070,10.16,411070.0,4177111.2,1,0.0
ALICORC1,2018-12-14,-0.005905342717982487,6.136393070220947,389200,10.1,389200.0,3924424.0,1,0.0015047667423251125
ALICORC1,2018-12-17,0.014851329350982656,6.227526664733887,139000,10.25,139000.0,1424058.95,1,0.01042887259055017
ALICORC1,2018-12-18,-0.014633995070470474,6.136393070220947,1561214,10.1,1561214.0,15845822.1,1,0.0009235238776579774
ALICORC1,2018-12-19,0.0,6.136393070220947,1078171,10.1,1078171.0,10889527.1,1,0.0
