ticker,mes,retorno_mes,amihud_mes,frec_negociacion,monto_mes_millones,dias,amihud_lag,frec_lag
ALICORC1,2024-01,0.03174598532712625,0.04559629641631352,1.0,4.23904076,21,0.06183451940634916,1.0
ALICORC1,2024-02,0.0,0.06483941835466986,1.0,24.657528160000005,20,0.04559629641631352,1.0
ALICORC1,2024-03,-0.030769187162923872,0.08868706554078527,1.0,23.714209569999998,19,0.06483941835466986,1.0
ALICORC1,2024-04,-0.041269952948266964,0.05697191970460207,1.0,12.409211789999999,22,0.08868706554078527,1.0
ALICORC1,2024-05,0.02649012029121578,0.048679008221616395,1.0,424.7946161600001,21,0.05697191970460207,1.0
ALICORC1,2024-06,0.02258070098374354,0.06251770251036219,1.0,189.21973391,18,0.048679008221616395,1.0
ALICORC1,2024-07,0.04889595621260168,0.062180903525624796,1.0,8.32903915,20,0.06251770251036219,1.0
ALICORC1,2024-08,-0.01052642214829036,0.08547784251791282,1.0,119.47532067,20,0.062180903525624796,1.0
ALICORC1,2024-09,0.02583587126756548,0.1108390507076634,1.0,252.96049484000002,20,0.08547784251791282,1.0
ALICORC1,2024-10,-0.0370370251440878,0.05355641003810041,1.0,5.47449343,22,0.1108390507076634,1.0
ALICORC1,2024-11,0.007692338473230365,0.027919058943607935,1.0,120.99002792000002,19,0.05355641003810041,1.0
ALICORC1,2024-12,0.061068613877809375,0.004087710976360879,1.0,71.03355872,19,0.027919058943607935,1.0
ALICORC1,2025-01,0.001449233933717542,0.022459784528676523,1.0,23.85886398,20,0.004087710976360879,1.0
ALICORC1,2025-02,0.15774236951812926,0.024820372600311353,1.0,20.9373589,19,0.022459784528676523,1.0
ALICORC1,2025-03,0.06250004656716679,0.0073988225618113815,1.0,414.75592692,21,0.024820372600311353,1.0
ALICORC1,2025-04,0.019343189377158287,0.03289539522205431,1.0,8.34593169,20,0.0073988225618113815,1.0
ALICORC1,2025-05,0.04993904853677744,0.056052885079332135,1.0,11.53681922,20,0.03289539522205431,1.0
ALICORC1,2025-06,0.10788867904680699,0.08345685293298687,1.0,7.4995635300000005,20,0.056052885079332135,1.0
ALICORC1,2025-07,4.440892098500626e-16,0.10489409299532877,1.0,8.104463409999997,19,0.08345685293298687,1.0
ALICORC1,2025-08,-0.06806292968776839,0.07996254196916788,1.0,11.162705789999999,20,0.10489409299532877,1.0
ALICORC1,2025-09,-0.022471831029793332,0.1843410299944103,1.0,28.06339986,21,0.07996254196916788,1.0
ALICORC1,2025-10,0.05747123451982761,0.06388413131232965,1.0,12.86397517,22,0.1843410299944103,1.0
ALICORC1,2025-11,0.05300969556017021,0.1381458144688362,1.0,5.9163625600000005,19,0.06388413131232965,1.0
ALICORC1,2025-12,0.15053768569949755,0.044708574212030124,1.0,14.72141192,19,0.1381458144688362,1.0
ATACOBC1,2018-01,-5.551115123125783e-16,0.06312754106525333,1.0,7.069488430000001,21,,
ATACOBC1,2018-02,-0.042857102715238016,0.10466161784751662,1.0,4.46444746,18,0.06312754106525333,1.0
ATACOBC1,2018-03,-0.10447759866236461,0.11151858178935554,1.0,3.66371632,20,0.10466161784751662,1.0
ATACOBC1,2018-04,-0.050000049670534286,0.2840713569341209,1.0,2.4809976199999997,20,0.11151858178935554,1.0
ATACOBC1,2018-05,-0.035087686276281116,0.3885108279452839,1.0,2.6290088799999998,21,0.2840713569341209,1.0
ATACOBC1,2018-06,-0.290909132287521,1.051051989790445,1.0,1.4613644309999998,20,0.3885108279452839,1.0
ATACOBC1,2018-07,0.14102566453832277,0.5884860625742986,0.9523809523809523,1.4567854399999998,21,1.051051989790445,1.0
ATACOBC1,2018-08,-0.1235955236777112,0.35007674521094617,1.0,1.9364354799999999,21,0.5884860625742986,0.9523809523809523
ATACOBC1,2018-09,0.1487180263097969,0.28334419927439247,1.0,1.197589903,19,0.35007674521094617,1.0
ATACOBC1,2018-10,-0.1294643445159004,0.8168551749500362,1.0,0.8704853739999999,22,0.28334419927439247,1.0
ATACOBC1,2018-11,-0.08974358386541925,0.653088171260217,1.0,0.868707578,20,0.8168551749500362,1.0
ATACOBC1,2018-12,-0.09295772779699607,0.5873386587156934,0.8888888888888888,0.38697980499999995,18,0.653088171260217,1.0
ATACOBC1,2019-01,-0.009316742880089879,0.7229120051583807,1.0,0.516595028,21,0.5873386587156934,0.8888888888888888
ATACOBC1,2019-02,-0.012539210139440704,1.0262657240370912,1.0,1.003173673,19,0.7229120051583807,1.0
ATACOBC1,2019-03,-0.003174562326873853,0.5111604287157723,1.0,0.727724597,21,1.0262657240370912,1.0
ATACOBC1,2019-04,-0.13694271082674636,0.7761329474270696,0.95,0.38228981900000003,20,0.5111604287157723,1.0
ATACOBC1,2019-05,-0.26199260308551886,0.9884684748599077,0.8095238095238095,0.7979601799999999,21,0.7761329474270696,0.95
ATACOBC1,2019-06,0.02499997578561297,0.4976795286396313,1.0,0.547459699,20,0.9884684748599077,0.8095238095238095
ATACOBC1,2019-07,-0.07317073525310147,0.5241214151959701,0.8095238095238095,0.27045644300000005,21,0.4976795286396313,1.0
ATACOBC1,2019-08,-0.06315786666817269,1.378511160685973,0.47619047619047616,0.46256152599999995,21,0.5241214151959701,0.8095238095238095
ATACOBC1,2019-09,0.03932583799357414,0.9948618732725028,0.75,0.5720240110000001,20,1.378511160685973,0.47619047619047616
ATACOBC1,2019-10,2.220446049250313e-16,0.7380997516020933,0.7727272727272727,0.166683099,22,0.9948618732725028,0.75
ATACOBC1,2019-11,-0.32432433303208796,0.900039591505255,0.6842105263157895,0.34650567,19,0.7380997516020933,0.7727272727272727
ATACOBC1,2019-12,0.3200000524520872,0.6453771394161112,1.0,1.715721282,20,0.900039591505255,0.6842105263157895
ATACOBC1,2020-01,1.1102230246251565e-15,0.710308820153091,1.0,1.497128212,21,0.6453771394161112,1.0
ATACOBC1,2020-02,-0.1515151816185062,0.8232526154205129,0.7894736842105263,0.928845217,19,0.710308820153091,1.0
ATACOBC1,2020-03,-0.28571427811165206,0.6412309908473899,0.9090909090909091,1.0995190820000003,22,0.8232526154205129,0.7894736842105263
ATACOBC1,2020-04,0.09999997764825808,0.6790687320720205,0.8,0.256709339,20,0.6412309908473899,0.9090909090909091
ATACOBC1,2020-05,0.036363642521141326,1.3601327555996756,0.6842105263157895,0.562213415,19,0.6790687320720205,0.8
ATACOBC1,2020-06,0.1491227823657315,0.9452576647603256,0.6666666666666666,0.36435786200000003,21,1.3601327555996756,0.6842105263157895
ATACOBC1,2020-07,0.022900810247813874,1.4753424747724722,0.7142857142857143,0.48871098299999993,21,0.9452576647603256,0.6666666666666666
ATACOBC1,2020-08,-0.0074627015048395196,0.3945372477492794,0.6666666666666666,0.41074216,21,1.4753424747724722,0.7142857142857143
ATACOBC1,2020-09,-0.037593948739333416,0.7109935279032719,0.5714285714285714,0.18239402600000001,21,0.3945372477492794,0.6666666666666666
ATACOBC1,2020-10,-0.023437546384227237,0.4231205614068426,0.4090909090909091,0.104549238,22,0.7109935279032719,0.5714285714285714
ATACOBC1,2020-11,0.15999996662139826,0.40085164082956426,0.5,0.27748963299999996,20,0.4231205614068426,0.4090909090909091
ATACOBC1,2020-12,-0.04827585852528793,0.5677317571334085,0.7,1.211748435,20,0.40085164082956426,0.5
ATACOBC1,2021-01,0.050724633768860716,0.5781865669250609,0.9473684210526315,0.9498074869999998,19,0.5677317571334085,0.7
ATACOBC1,2021-02,0.16551727327240373,0.604347916624395,1.0,1.042047153,19,0.5781865669250609,0.9473684210526315
ATACOBC1,2021-03,-0.12426034250803975,0.7705782156115373,0.8260869565217391,0.40141838799999996,23,0.604347916624395,1.0
ATACOBC1,2021-04,-0.14864864592747262,1.5581712567817547,0.55,0.24815632699999998,20,0.7705782156115373,0.8260869565217391
ATACOBC1,2021-05,-0.16666670608772693,0.5183294223749965,0.75,0.46119287400000003,20,1.5581712567817547,0.55
ATACOBC1,2021-06,-0.04761900369272065,1.1250538182822811,0.7142857142857143,0.622985393,21,0.5183294223749965,0.75
ATACOBC1,2021-07,-0.09000003203749596,0.5879250664081788,0.5263157894736842,0.09180682000000001,19,1.1250538182822811,0.7142857142857143
ATACOBC1,2021-08,-0.010988951607496245,0.3436101127646391,0.6190476190476191,0.186134646,21,0.5879250664081788,0.5263157894736842
ATACOBC1,2021-09,0.3444443837360134,0.2033475333924278,0.8095238095238095,0.474433851,21,0.3436101127646391,0.6190476190476191
ATACOBC1,2021-10,0.1983470794493587,0.655321284240883,0.95,1.2923667659999998,20,0.2033475333924278,0.8095238095238095
ATACOBC1,2021-11,-0.04827585852528793,0.3564645297727194,0.75,0.21926193500000002,20,0.655321284240883,0.95
ATACOBC1,2021-12,-0.13043478026131705,0.7605868326877611,0.7,0.123077064,20,0.3564645297727194,0.75
ATACOBC1,2022-01,0.14999999689559185,0.920302272870271,0.7,0.442670899,20,0.7605868326877611,0.7
ATACOBC1,2022-02,-0.0289854587338787,1.101020601755965,0.3157894736842105,0.076382694,19,0.920302272870271,0.7
ATACOBC1,2022-03,-0.06716420234086118,1.4054646609188477,0.7391304347826086,0.342850578,23,1.101020601755965,0.3157894736842105
ATACOBC1,2022-04,-0.10399997234344427,0.9077413847867223,0.7368421052631579,0.353998804,19,1.4054646609188477,0.7391304347826086
ATACOBC1,2022-05,-0.10714287139779421,0.09189776702970277,0.6190476190476191,0.167217106,21,0.9077413847867223,0.7368421052631579
ATACOBC1,2022-06,-0.09999997764825941,0.9375696203380611,0.4,0.04426471,20,0.09189776702970277,0.6190476190476191
ATACOBC1,2022-07,-0.03333339956071302,0.3404865001801955,0.4444444444444444,0.039492726000000006,18,0.9375696203380611,0.4
ATACOBC1,2022-08,-0.04597702035344542,0.2528677469773346,0.4090909090909091,0.134579883,22,0.3404865001801955,0.4444444444444444
ATACOBC1,2022-09,0.0,0.0,0.47619047619047616,0.027361018000000004,21,0.2528677469773346,0.4090909090909091
ATACOBC1,2022-10,-0.09638547186997304,0.8027305691475315,0.38095238095238093,0.035169561,21,0.0,0.47619047619047616
ATACOBC1,2022-11,-0.040000079472856886,1.1693545826642122,0.5,0.206344817,20,0.8027305691475315,0.38095238095238093
ATACOBC1,2022-12,0.0,0.0,0.3684210526315789,0.029898720999999996,19,1.1693545826642122,0.5
ATACOBC1,2023-01,0.027777835266828976,0.12101100975320618,0.55,0.044242304999999996,20,0.0,0.3684210526315789
ATACOBC1,2023-02,0.0,0.0,0.3684210526315789,0.022804257999999997,19,0.12101100975320618,0.55
ATACOBC1,2023-03,-0.027027081450552215,0.2880756723059394,0.5217391304347826,0.024068739999999998,23,0.0,0.3684210526315789
ATACOBC1,2023-04,0.0,0.0,0.4444444444444444,0.003178766,18,0.2880756723059394,0.5217391304347826
ATACOBC1,2023-05,-0.13888886589326854,0.26591600520548253,0.6190476190476191,0.053632141,21,0.0,0.4444444444444444
ATACOBC1,2023-06,0.0,0.0,0.3,0.00802836,20,0.26591600520548253,0.6190476190476191
ATACOBC1,2023-07,0.0,0.0,0.3684210526315789,0.0076276140000000004,19,0.0,0.3
ATACOBC1,2023-08,-0.3548387135538922,0.5243941328564365,0.5909090909090909,0.035813105,22,0.0,0.3684210526315789
ATACOBC1,2023-09,0.3750000232830639,0.628528739576595,0.55,0.029761409999999995,20,0.5243941328564365,0.5909090909090909
ATACOBC1,2023-10,-0.07272728504228232,0.6913816135342545,0.45454545454545453,0.04200354099999999,22,0.628528739576595,0.55
ATACOBC1,2023-11,0.0,0.0,0.4,0.016567478,20,0.6913816135342545,0.45454545454545453
ATACOBC1,2023-12,-0.15686270069819097,0.777962197613931,0.5789473684210527,0.072186443,19,0.0,0.4
ATACOBC1,2024-01,-0.023255860292956676,1.0528125634580658,0.6190476190476191,0.11435014799999998,21,0.777962197613931,0.5789473684210527
ATACOBC1,2024-02,0.0,0.0,0.75,0.04039847199999999,20,1.0528125634580658,0.6190476190476191
ATACOBC1,2024-03,0.0,0.0,0.42105263157894735,0.01044175,19,0.0,0.75
ATACOBC1,2024-04,0.07142862844832254,0.2880756723059394,0.5454545454545454,0.017192899,22,0.0,0.42105263157894735
ATACOBC1,2024-05,0.15555553347976292,0.6634846570560536,0.8095238095238095,0.101856448,21,0.2880756723059394,0.5454545454545454
ATACOBC1,2024-06,-0.03846154397232393,0.10336433638802353,0.9444444444444444,0.058467161,18,0.6634846570560536,0.8095238095238095
ATACOBC1,2024-07,-0.060000046193599554,0.17371589653720693,0.75,0.057808294,20,0.10336433638802353,0.9444444444444444
ATACOBC1,2024-08,0.0,0.0,0.6,0.015970631,20,0.17371589653720693,0.75
ATACOBC1,2024-09,0.0,0.0,0.55,0.007424704,20,0.0,0.6
ATACOBC1,2024-10,-0.23404255993714795,0.45204877799917814,0.8181818181818182,0.09848872,22,0.0,0.55
ATACOBC1,2024-11,0.05258340614896406,1.4637756950499687,0.8947368421052632,0.47200818200000005,19,0.45204877799917814,0.8181818181818182
ATACOBC1,2024-12,-0.10273662789125926,0.6363588124512393,0.9473684210526315,0.261332414,19,1.4637756950499687,0.8947368421052632
ATACOBC1,2025-01,0.32352939242929235,1.255710041158423,0.65,0.12485552099999998,20,0.6363588124512393,0.9473684210526315
ATACOBC1,2025-02,0.022222183589583278,0.729752678264394,0.6842105263157895,0.15421122799999998,19,1.255710041158423,0.65
ATACOBC1,2025-03,0.19565216511037287,0.7078864680825017,0.5238095238095238,0.083609701,21,0.729752678264394,0.6842105263157895
ATACOBC1,2025-04,0.0,0.0,0.2,0.0070695,20,0.7078864680825017,0.5238095238095238
ATACOBC1,2025-05,2.220446049250313e-16,1.0793252756451355,0.5,0.102339991,20,0.0,0.2
ATACOBC1,2025-06,-0.07272728504228232,0.16412444932794173,0.65,0.070683164,20,1.0793252756451355,0.5
ATACOBC1,2025-07,0.21568627737431134,0.2184412502582518,0.8421052631578947,0.44468475900000004,19,0.16412444932794173,0.65
ATACOBC1,2025-08,0.06451614066167632,0.17538920434472274,0.95,0.7974413399999999,20,0.2184412502582518,0.8421052631578947
ATACOBC1,2025-09,0.030303091878076893,1.1879784855035946,1.0,0.9047948379999999,21,0.17538920434472274,0.95
ATACOBC1,2025-10,0.8088234810732269,1.056338709193707,1.0,1.3339547659999997,22,1.1879784855035946,1.0
ATACOBC1,2025-11,0.04065042718781009,0.6361417910258684,1.0,0.360078348,19,1.056338709193707,1.0
ATACOBC1,2025-12,0.3671874117790188,0.4022808537358688,1.0,1.7155103749999998,19,0.6361417910258684,1.0
AUSTRAC1,2018-01,0.03333334849236591,0.9863454286179674,0.38095238095238093,0.06860632000000001,21,,
AUSTRAC1,2018-02,-0.07096770715331258,0.4190346430875808,0.21052631578947367,0.04796558,19,0.9863454286179674,0.38095238095238093
AUSTRAC1,2018-03,0.0,,0.0,0.0,20,0.4190346430875808,0.21052631578947367
AUSTRAC1,2018-04,-0.09722239164282565,2.431847701812029,0.2,0.08881633,20,,0.0
AUSTRAC1,2018-05,0.0,0.0,0.14285714285714285,0.0533574,21,2.431847701812029,0.2
AUSTRAC1,2018-06,0.0,0.0,0.2,0.01699928,20,0.0,0.14285714285714285
AUSTRAC1,2018-07,0.0,1.243720160311566,0.42857142857142855,0.18993417999999998,21,0.0,0.2
AUSTRAC1,2018-08,-0.03846149557447642,0.5104536486524658,0.5454545454545454,0.2090646,22,1.243720160311566,0.42857142857142855
AUSTRAC1,2018-09,0.0,0.0,0.21052631578947367,0.06164036999999999,19,0.5104536486524658,0.5454545454545454
AUSTRAC1,2018-10,-0.160000087316036,1.4330312690616436,0.5909090909090909,0.13051669999999999,22,0.0,0.21052631578947367
AUSTRAC1,2018-11,0.09523831952994888,0.7476332698412639,0.35,0.06303658,20,1.4330312690616436,0.5909090909090909
AUSTRAC1,2018-12,0.026086849491519182,0.4695166527112716,0.3888888888888889,0.18790510000000002,18,0.7476332698412639,0.35
AUSTRAC1,2019-01,0.1016948699371738,0.8990377562262455,0.38095238095238093,0.10117726999999999,21,0.4695166527112716,0.3888888888888889
AUSTRAC1,2019-02,-0.12307691702227885,1.174077135265104,0.3157894736842105,0.23406292,19,0.8990377562262455,0.38095238095238093
AUSTRAC1,2019-03,0.27192981865630905,0.9424316658539998,0.42857142857142855,0.10364444,21,1.174077135265104,0.3157894736842105
AUSTRAC1,2019-04,0.03448289651202763,0.31467408998419677,0.6,0.38223834999999995,20,0.9424316658539998,0.42857142857142855
AUSTRAC1,2019-05,-0.07588081180258033,0.6273749505642825,0.42857142857142855,0.33050102000000003,21,0.31467408998419677,0.6
AUSTRAC1,2019-06,0.11818177568115806,1.5099712819650382,0.35,0.09443958999999999,20,0.6273749505642825,0.42857142857142855
AUSTRAC1,2019-07,0.0,0.0,0.2857142857142857,0.1556805,21,1.5099712819650382,0.35
AUSTRAC1,2019-08,-0.05691055926603472,0.8903318930038969,0.23809523809523808,0.03486843,21,0.0,0.2857142857142857
AUSTRAC1,2019-09,-0.03448281896450056,1.1045988634258481,0.2,0.040331,20,0.8903318930038969,0.23809523809523808
AUSTRAC1,2019-10,-0.017857054391365867,0.978408060427978,0.36363636363636365,0.69814564,22,1.1045988634258481,0.2
AUSTRAC1,2019-11,-0.0636363502151025,0.4382635326851256,0.5789473684210527,1.1184166,19,0.978408060427978,0.36363636363636365
AUSTRAC1,2019-12,0.0,0.0,0.3,0.80449077,20,0.4382635326851256,0.5789473684210527
AUSTRAC1,2020-01,0.019417311810353555,0.3998124929167574,0.5714285714285714,2.3435843700000003,21,0.0,0.3
AUSTRAC1,2020-02,-0.04761894328216898,0.33248808324374457,0.3684210526315789,0.06803427000000001,19,0.3998124929167574,0.5714285714285714
AUSTRAC1,2020-03,0.010000017593037258,0.06600671678572446,0.2727272727272727,0.07747,22,0.33248808324374457,0.3684210526315789
AUSTRAC1,2020-04,-0.05940591008122553,0.38518779054891555,0.15,0.09259284,20,0.06600671678572446,0.2727272727272727
AUSTRAC1,2020-05,-0.042105263907651014,1.3392022086642301,0.10526315789473684,0.05283,19,0.38518779054891555,0.15
AUSTRAC1,2020-06,0.0,,0.0,0.0,21,1.3392022086642301,0.10526315789473684
AUSTRAC1,2020-07,0.0,0.0,0.09523809523809523,0.007977,21,,0.0
AUSTRAC1,2020-08,0.0,0.0,0.047619047619047616,0.008218399999999999,21,0.0,0.09523809523809523
AUSTRAC1,2020-09,-0.010989029782720205,0.8140022061274227,0.14285714285714285,0.00481743,21,0.0,0.047619047619047616
AUSTRAC1,2020-10,0.055555576439976884,1.1523026892237576,0.13636363636363635,0.009799720000000001,22,0.8140022061274227,0.14285714285714285
AUSTRAC1,2020-11,0.0,0.0,0.05,0.0095,20,1.1523026892237576,0.13636363636363635
AUSTRAC1,2020-12,0.0,0.0,0.05,0.0045315,20,0.0,0.05
AUSTRAC1,2021-01,-0.052631597691280674,1.0786773954346995,0.47368421052631576,0.05988965000000001,19,0.0,0.05
AUSTRAC1,2021-02,0.03333331579041965,0.5761513446118788,0.3157894736842105,0.078642,19,1.0786773954346995,0.47368421052631576
AUSTRAC1,2021-03,0.11827941263994979,1.295200568495513,0.17391304347826086,0.12678419999999999,23,0.5761513446118788,0.3157894736842105
AUSTRAC1,2021-04,-0.01923061032686668,0.42264465760901987,0.25,0.05169882,20,1.295200568495513,0.17391304347826086
AUSTRAC1,2021-05,-0.06862743667203441,0.5761513446118788,0.3,0.09046614,20,0.42264465760901987,0.25
AUSTRAC1,2021-06,-0.010526333783629438,0.35663144679595604,0.19047619047619047,0.020944,21,0.5761513446118788,0.3
AUSTRAC1,2021-07,-0.11702140678066142,1.421694002257498,0.3157894736842105,0.05829658,19,0.35663144679595604,0.19047619047619047
