Cartera,Retorno mensual promedio (%),Estadistico t,Meses,Amihud promedio,Frec. negociacion (%)
C1_liquida,1.0523912370907846,1.676014236201063,95,0.028402737906334588,90.95607146376446
C2_intermedia,0.6308798616464631,1.1354719683849948,95,0.11709329331768226,92.15528995526998
C3_iliquida,0.8128223337947024,1.3593727714653052,95,0.4851606303926784,74.22295601878281
C3_menos_C1,-0.23956890329608244,-0.528085126480495,95,,
