ticker,Date,Open,High,Low,Close,Adj Close,Volume
ALICORC1.LM,2018-01-02,10.609999656677246,10.75,10.609999656677246,10.75,6.374445915222168,27592
ALICORC1.LM,2018-01-03,10.75,10.75,10.699999809265137,10.699999809265137,6.344797134399414,312206
ALICORC1.LM,2018-01-04,10.699999809265137,10.850000381469727,10.699999809265137,10.850000381469727,6.433743476867676,5757
ALICORC1.LM,2018-01-05,10.890000343322754,11.149999618530273,10.890000343322754,11.149999618530273,6.611634254455566,516131
ALICORC1.LM,2018-01-08,11.100000381469727,11.199999809265137,11.100000381469727,11.199999809265137,6.64128303527832,366278
ALICORC1.LM,2018-01-09,11.25,11.25,11.25,11.25,6.670932292938232,938523
ALICORC1.LM,2018-01-10,11.279999732971191,11.279999732971191,11.199999809265137,11.199999809265137,6.64128303527832,84177
ALICORC1.LM,2018-01-11,11.199999809265137,11.199999809265137,11.149999618530273,11.149999618530273,6.611634254455566,66677
ALICORC1.LM,2018-01-12,11.199999809265137,11.300000190734863,11.199999809265137,11.300000190734863,6.70058012008667,41740
ALICORC1.LM,2018-01-16,11.350000381469727,11.75,11.350000381469727,11.75,6.9674177169799805,70421
ALICORC1.LM,2018-01-17,11.800000190734863,11.800000190734863,11.609999656677246,11.609999656677246,6.884401321411133,1286371
ALICORC1.LM,2018-01-18,11.619999885559082,11.619999885559082,11.609999656677246,11.609999656677246,6.884401321411133,152697
ALICORC1.LM,2018-01-19,11.609999656677246,11.609999656677246,11.399999618530273,11.399999618530273,6.759876251220703,64256
ALICORC1.LM,2018-01-22,11.399999618530273,11.449999809265137,11.399999618530273,11.449999809265137,6.789525985717773,3316403
ALICORC1.LM,2018-01-23,11.449999809265137,11.479999542236328,11.449999809265137,11.479999542236328,6.807314872741699,117935
ALICORC1.LM,2018-01-24,11.449999809265137,11.609999656677246,11.449999809265137,11.609999656677246,6.884401321411133,56206
ALICORC1.LM,2018-01-25,11.609999656677246,11.609999656677246,11.609999656677246,11.609999656677246,6.884401321411133,205898
ALICORC1.LM,2018-01-26,11.609999656677246,11.640000343322754,11.609999656677246,11.640000343322754,6.902191162109375,140185
ALICORC1.LM,2018-01-29,11.630000114440918,11.630000114440918,11.619999885559082,11.619999885559082,6.890331745147705,54170
ALICORC1.LM,2018-01-30,11.619999885559082,11.619999885559082,11.5,11.5,6.819174766540527,76158
ALICORC1.LM,2018-01-31,11.5,11.5,11.15999984741211,11.15999984741211,6.6175642013549805,117335
ALICORC1.LM,2018-02-01,11.25,11.260000228881836,11.25,11.260000228881836,6.676861763000488,283587
ALICORC1.LM,2018-02-02,11.260000228881836,11.260000228881836,11.199999809265137,11.199999809265137,6.64128303527832,259572
ALICORC1.LM,2018-02-05,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,6.64128303527832,5000
ALICORC1.LM,2018-02-06,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,6.611634254455566,233615
ALICORC1.LM,2018-02-07,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,6.611634254455566,11673
ALICORC1.LM,2018-02-08,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,6.611634254455566,133167
ALICORC1.LM,2018-02-09,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,6.599776268005371,229463
ALICORC1.LM,2018-02-12,11.130000114440918,11.130000114440918,11.0,11.0,6.522688865661621,434742
ALICORC1.LM,2018-02-13,11.0,11.0,10.989999771118164,10.989999771118164,6.516759395599365,22616
ALICORC1.LM,2018-02-14,10.989999771118164,11.0,10.989999771118164,11.0,6.522688865661621,442466
ALICORC1.LM,2018-02-15,11.050000190734863,11.050000190734863,11.0,11.0,6.522688865661621,221229
ALICORC1.LM,2018-02-16,11.0,11.0,11.0,11.0,6.522688865661621,178084
ALICORC1.LM,2018-02-20,11.0,11.0,11.0,11.0,6.522688865661621,518944
ALICORC1.LM,2018-02-21,11.050000190734863,11.149999618530273,11.050000190734863,11.149999618530273,6.611634254455566,77239
ALICORC1.LM,2018-02-22,11.199999809265137,11.300000190734863,11.199999809265137,11.300000190734863,6.70058012008667,206751
ALICORC1.LM,2018-02-26,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,6.64128303527832,1630715
ALICORC1.LM,2018-02-27,11.1899995803833,11.1899995803833,11.149999618530273,11.149999618530273,6.611634254455566,24905
ALICORC1.LM,2018-02-28,11.0,11.0,11.0,11.0,6.522688865661621,276057
ALICORC1.LM,2018-03-01,11.0,11.100000381469727,11.0,11.100000381469727,6.581986427307129,241832
ALICORC1.LM,2018-03-02,11.0,11.050000190734863,11.0,11.050000190734863,6.552337646484375,47468
ALICORC1.LM,2018-03-05,11.0,11.0,11.0,11.0,6.522688865661621,192686
ALICORC1.LM,2018-03-06,11.0,11.0,11.0,11.0,6.522688865661621,600
ALICORC1.LM,2018-03-07,11.020000457763672,11.050000190734863,11.020000457763672,11.050000190734863,6.552337646484375,201569
ALICORC1.LM,2018-03-08,11.0,11.0,11.0,11.0,6.522688865661621,932733
ALICORC1.LM,2018-03-09,11.0,11.100000381469727,11.0,11.100000381469727,6.581986427307129,26462
ALICORC1.LM,2018-03-12,11.050000190734863,11.25,11.050000190734863,11.25,6.670932292938232,662624
ALICORC1.LM,2018-03-13,11.25,11.399999618530273,11.25,11.399999618530273,6.759876251220703,45180
ALICORC1.LM,2018-03-14,11.399999618530273,11.420000076293945,11.399999618530273,11.420000076293945,6.771737098693848,35385
ALICORC1.LM,2018-03-15,11.399999618530273,11.5,11.399999618530273,11.5,6.819174766540527,1310179
ALICORC1.LM,2018-03-16,11.5,11.550000190734863,11.5,11.550000190734863,6.848823547363281,14673
ALICORC1.LM,2018-03-19,11.550000190734863,11.550000190734863,11.449999809265137,11.449999809265137,6.789525985717773,142090
ALICORC1.LM,2018-03-20,11.449999809265137,11.449999809265137,11.399999618530273,11.399999618530273,6.759876251220703,9780
ALICORC1.LM,2018-03-21,11.300000190734863,11.300000190734863,11.279999732971191,11.279999732971191,6.688720226287842,190000
ALICORC1.LM,2018-03-22,11.220000267028809,11.25,11.220000267028809,11.25,6.670932292938232,20842
ALICORC1.LM,2018-03-23,11.25,11.25,11.25,11.25,6.670932292938232,146760
ALICORC1.LM,2018-03-26,11.25,11.329999923706055,11.25,11.329999923706055,6.718369483947754,93317
ALICORC1.LM,2018-03-27,11.300000190734863,11.300000190734863,11.300000190734863,11.300000190734863,6.70058012008667,129197
ALICORC1.LM,2018-03-28,11.25,11.25,11.25,11.25,6.670932292938232,76208
ALICORC1.LM,2018-03-29,11.25,11.25,11.25,11.25,6.670932292938232,0
ALICORC1.LM,2018-04-02,11.25,11.25,11.149999618530273,11.149999618530273,6.611634254455566,162792
ALICORC1.LM,2018-04-03,11.149999618530273,11.149999618530273,11.0,11.0,6.522688865661621,209426
ALICORC1.LM,2018-04-04,11.0,11.0,11.0,11.0,6.522688865661621,42385
ALICORC1.LM,2018-04-05,11.0,11.069999694824219,11.0,11.069999694824219,6.564196586608887,939566
ALICORC1.LM,2018-04-06,11.069999694824219,11.149999618530273,11.069999694824219,11.149999618530273,6.611634254455566,542915
ALICORC1.LM,2018-04-09,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,6.611634254455566,1285238
ALICORC1.LM,2018-04-10,11.149999618530273,11.1899995803833,11.149999618530273,11.1899995803833,6.6353535652160645,61082
ALICORC1.LM,2018-04-11,11.1899995803833,11.1899995803833,11.1899995803833,11.1899995803833,6.6353535652160645,151978
ALICORC1.LM,2018-04-12,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,6.688720226287842,2056
ALICORC1.LM,2018-04-13,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,6.688720226287842,0
ALICORC1.LM,2018-04-16,11.279999732971191,11.279999732971191,11.279999732971191,11.279999732971191,6.688720226287842,6626
ALICORC1.LM,2018-04-17,11.300000190734863,11.430000305175781,11.300000190734863,11.430000305175781,6.7776665687561035,141084
ALICORC1.LM,2018-04-18,11.449999809265137,11.579999923706055,11.449999809265137,11.579999923706055,6.866611480712891,140941
ALICORC1.LM,2018-04-19,11.649999618530273,11.75,11.649999618530273,11.75,6.9674177169799805,712117
ALICORC1.LM,2018-04-20,11.510000228881836,11.550000190734863,11.510000228881836,11.550000190734863,7.017359733581543,71338
ALICORC1.LM,2018-04-23,11.5,11.600000381469727,11.5,11.600000381469727,7.047738075256348,268758
ALICORC1.LM,2018-04-24,11.5600004196167,11.5600004196167,11.5600004196167,11.5600004196167,7.023434638977051,270922
ALICORC1.LM,2018-04-25,11.5600004196167,11.670000076293945,11.5600004196167,11.670000076293945,7.090266704559326,491611
ALICORC1.LM,2018-04-26,11.680000305175781,11.800000190734863,11.680000305175781,11.800000190734863,7.169250011444092,46168
ALICORC1.LM,2018-04-27,11.800000190734863,11.8100004196167,11.800000190734863,11.8100004196167,7.175325393676758,26816
ALICORC1.LM,2018-04-30,11.8100004196167,11.949999809265137,11.8100004196167,11.949999809265137,7.260385036468506,796657
ALICORC1.LM,2018-05-01,11.949999809265137,11.949999809265137,11.949999809265137,11.949999809265137,7.260385036468506,0
ALICORC1.LM,2018-05-02,11.970000267028809,11.970000267028809,11.949999809265137,11.949999809265137,7.260385036468506,153340
ALICORC1.LM,2018-05-03,11.880000114440918,11.880000114440918,11.680000305175781,11.680000305175781,7.096342086791992,129205
ALICORC1.LM,2018-05-04,11.619999885559082,11.619999885559082,11.399999618530273,11.399999618530273,6.9262237548828125,592218
ALICORC1.LM,2018-05-07,11.399999618530273,11.5,11.399999618530273,11.5,6.986981391906738,653442
ALICORC1.LM,2018-05-08,11.5,11.649999618530273,11.5,11.649999618530273,7.078115463256836,151066
ALICORC1.LM,2018-05-09,11.649999618530273,11.789999961853027,11.649999618530273,11.789999961853027,7.163174629211426,367876
ALICORC1.LM,2018-05-10,11.800000190734863,11.949999809265137,11.800000190734863,11.949999809265137,7.260385036468506,430114
ALICORC1.LM,2018-05-11,12.0,12.0,11.899999618530273,11.899999618530273,7.230005741119385,54208
ALICORC1.LM,2018-05-14,11.850000381469727,11.850000381469727,11.600000381469727,11.600000381469727,7.047738075256348,254131
